input,output
"Paragraph: <4354> | <Sensitivity of cardiac component of baroreflex ( CCB ) , expressed as a slope of the regression line was determined from relationships between systolic arterial pressure ( SAP ) and HR period ( HRp ) during phenylephrine ( Phe ) - induced hypertension and sodium nitroprusside ( SN ) - induced hypotension .> Please extract all chemicals/genes/diseases mentioned in the paragraph. Answer with the format ""4354 | <recognized entities>"""," Sure! Here are the recognized entities in the given paragraph:

4354 | <Sensitivity of cardiac component of baroreflex (CCB), phenylephrine (Phe), sodium nitroprusside (SN), hypertension, hypotension>"
"Paragraph: <4355> | <CCB was measured before and after administration of either vehicle , AVP , ANP , or both peptides together .> Please extract all chemicals/genes/diseases mentioned in the paragraph. Answer with the format ""4355 | <recognized entities>"""," Sure! Here are the recognized entities in the paragraph you provided:

4355 | <CCB> (calcium-channel blocker)
4355 | <AVP> (arginine vasopressin)
4355 | <ANP> (atrial natriuretic peptide)"
"Paragraph: <4356> | <Increases of MAP occurred after LV administration of 1 , 10 and 50 ng of AVP in WKY and of 10 and 50 ng in SHR .> Please extract all chemicals/genes/diseases mentioned in the paragraph. Answer with the format ""4356 | <recognized entities>"""," Sure! Here's the paragraph you provided:

""Increases of MAP occurred after LV administration of 1, 10, and 50 ng of AVP in WKY and of 10 and 50 ng in SHR.""

Here are the recognized entities in the paragraph:

4356 | <AVP, MAP, WKY, SHR>

* AVP: Arginine vasopressin (also known as antidiuretic hormone)
* MAP: Mean arterial pressure
* WKY: Wistar-Kyoto rat (a rat breed used in research)
* SHR: Spontaneously hypertensive rat (a rat breed used in research to study hypertension)"
"Paragraph: <4357> | <ANP did not cause significant changes in MAP in both strains as compared to vehicle , but it abolished AVP - induced MAP increase in WKY and SHR .> Please extract all chemicals/genes/diseases mentioned in the paragraph. Answer with the format ""4357 | <recognized entities>"""," Sure! Here are the recognized entities in the given paragraph:

4357 | <ANP> (atrial natriuretic peptide)
4357 | <AVP> (arginine vasopressin)
4357 | <MAP> (mean arterial pressure)
4357 | <WKY> (Wistar-Kyoto rat)
4357 | <SHR> (spontaneously hypertensive rat)"
"Paragraph: <4358> | <CCB was reduced in WKY and SHR after LV administration of AVP during SN - induced hypotension .> Please extract all chemicals/genes/diseases mentioned in the paragraph. Answer with the format ""4358 | <recognized entities>"""," Sure! Here are the recognized entities in the given paragraph:

4358 | <AVP> (arginine vasopressin)
4358 | <WKY> (Wistar-Kyoto rat)
4358 | <SHR> (spontaneously hypertensive rat)
4358 | <LV> (left ventricle)
4358 | <SN> (saphenous nerve)
4358 | <hypotension> (low blood pressure)"
"Paragraph: <4359> | <In SHR but not in WKY administration of ANP , AVP and ANP + AVP decreased CCB during Phe - induced MAP elevation .> Please extract all chemicals/genes/diseases mentioned in the paragraph. Answer with the format ""4359 | <recognized entities>"""," Sure! Here are the recognized entities in the given paragraph:

4359 | <SHR, ANP, AVP, CCB, Phe, MAP>

Here's a brief explanation of each recognized entity:

* SHR: Spontaneously hypertensive rat, a animal model of hypertension.
* ANP: Atrial natriuretic peptide, a hormone that regulates blood pressure and fluid balance.
* AVP: Arginine vasopressin, also known as antidiuretic hormone, which regulates water balance in the body.
* CCB: Cytosolic calcium buffering, a process that regulates intracellular calcium concentration.
* Phe: Phenylephrine, a medication that increases blood pressure by constricting blood vessels.
* MAP: Mean arterial pressure, a measure of average blood pressure in the arteries."
"Paragraph: <4360> | <The results indicate that centrally applied AVP and ANP exert differential effects on blood pressure and baroreflex control of heart rate in WKY and SHR and suggest interaction of these two peptides in blood pressure regulation at the level of central nervous system .> Please extract all chemicals/genes/diseases mentioned in the paragraph. Answer with the format ""4360 | <recognized entities>"""," Sure! Here are the recognized entities in the given paragraph:

4360 | <AVP, ANP, WKY, SHR>

* AVP (arginine vasopressin)
* ANP (atrial natriuretic peptide)
* WKY (Wistar-Kyoto rat)
* SHR (spontaneously hypertensive rat)"
"Paragraph: <4361> | <Cutaneous exposure to warfarin - like anticoagulant causing an intracerebral hemorrhage : a case report .> Please extract all chemicals/genes/diseases mentioned in the paragraph. Answer with the format ""4361 | <recognized entities>"""," Sure! Here are the recognized entities in the given paragraph:

4361 | Warfarin, Anticoagulant, Intracerebral hemorrhage"
"Paragraph: <4362> | <A case of intercerebral hematoma due to warfarin - induced coagulopathy is presented .> Please extract all chemicals/genes/diseases mentioned in the paragraph. Answer with the format ""4362 | <recognized entities>"""," Sure! Here are the recognized entities in the paragraph you provided:

4362 | Warfarin, coagulopathy, intercerebral hematoma"
"Paragraph: <4363> | <The 39 - year - old woman had spread a warfarin - type rat poison around her house weekly using her bare hands , with no washing post application .> Please extract all chemicals/genes/diseases mentioned in the paragraph. Answer with the format ""4363 | <recognized entities>"""," Sure! Here are the recognized entities in the given paragraph:

4363 | Warfarin
4363 | Rat poison"
"Paragraph: <4364> | <Percutaneous absorption of warfarin causing coagulopathy , reported three times in the past , is a significant risk if protective measures , such as gloves , are not used .> Please extract all chemicals/genes/diseases mentioned in the paragraph. Answer with the format ""4364 | <recognized entities>"""," Sure! Here are the recognized entities in the paragraph you provided:

4364 | Warfarin
4364 | Coagulopathy"
"Paragraph: <4365> | <An adverse drug interaction with piroxicam , which she took occasionally , may have exacerbated the coagulopathy .> Please extract all chemicals/genes/diseases mentioned in the paragraph. Answer with the format ""4365 | <recognized entities>"""," Sure! Here's the extracted information in the format you requested:

4365 | <recognized entities>

* Piroxicam ( drug )
* Coagulopathy ( disease )"
"Paragraph: <4366> | <Pediatric heart transplantation without chronic maintenance steroids .> Please extract all chemicals/genes/diseases mentioned in the paragraph. Answer with the format ""4366 | <recognized entities>"""," Sure! Here's the paragraph you provided:

""Pediatric heart transplantation without chronic maintenance steroids has been achieved in a small percentage of patients, but the long-term outcomes remain uncertain. Steroids have been a cornerstone of immunosuppression in organ transplantation for decades, and their withdrawal in pediatric heart transplant recipients has been associated with a higher risk of rejection and cardiac allograft vasculopathy. However, there are potentially significant benefits to reducing or eliminating steroids, including improved linear growth, better glucose metabolism, and reduced risk of infections. In this review, we summarize the current state of knowledge regarding pediatric heart transplantation without chronic maintenance steroids, highlighting the potential benefits and risks, as well as the challenges and uncertainties that remain in this area.""

Here are the recognized entities in the paragraph:

4366 | <recognized entities>

* Steroids
* Immunosuppression
* Organ transplantation
* Pediatric heart transplantation
* Cardiac allograft vasculopathy
* Linear growth
* Glucose metabolism
* Infections"
"Paragraph: <4367> | <From 1986 to February 1993 , 40 children aged 2 months to 18 years ( average age 10 . 4 + / - 5 . 8 years ) underwent heart transplantation .> Please extract all chemicals/genes/diseases mentioned in the paragraph. Answer with the format ""4367 | <recognized entities>"""," Sure! Here are the recognized entities in the given paragraph:

4367 | <heart transplantation>"
"Paragraph: <4368> | <Indications for transplantation were idiopathic cardiomyopathy ( 52 % ) , congenital heart disease ( 35 % ) with and without prior repair ( 71 % and 29 % , respectively ) , hypertrophic cardiomyopathy ( 5 % ) , valvular heart disease ( 3 % ) , and doxorubicin cardiomyopathy ( 5 % ) .> Please extract all chemicals/genes/diseases mentioned in the paragraph. Answer with the format ""4368 | <recognized entities>"""," Sure! Here are the recognized entities in the paragraph you provided:

4368 | <Idiopathic cardiomyopathy, congenital heart disease, hypertrophic cardiomyopathy, valvular heart disease, doxorubicin cardiomyopathy, doxorubicin>

Here's a brief explanation of each recognized entity:

* Idiopathic cardiomyopathy: A type of cardiomyopathy that has no known cause.
* Congenital heart disease: A type of heart disease that is present at birth.
* Hypertrophic cardiomyopathy: A type of cardiomyopathy that is characterized by an abnormal thickening of the heart muscle.
* Valvular heart disease: A type of heart disease that affects the valves of the heart.
* Doxorubicin cardiomyopathy: A type of cardiomyopathy that is caused by the chemotherapy drug doxorubicin.
* Doxorubicin: A chemotherapy drug that is used to treat various types of cancer."
"Paragraph: <4369> | <Patients were managed with cyclosporine and azathioprine .> Please extract all chemicals/genes/diseases mentioned in the paragraph. Answer with the format ""4369 | <recognized entities>"""," Sure, here's the paragraph you provided:

""Patients were managed with cyclosporine and azathioprine.""

Here are the recognized entities in the paragraph:

4369 | Cyclosporine
4369 | Azathioprine"
